call_id;model_type;optimize_time;feasible;target_num;depot_num
1;normal;42;1;6;6
2;normal;42;1;6;6
3;normal;8;1;6;6
4;normal;4;1;4;4
5;normal;2;1;4;4
6;normal;2;1;4;4
7;normal;98;1;6;16
8;normal;60;1;6;16
9;normal;37;1;6;16
10;normal;34;1;4;16
11;normal;70;1;4;16
12;normal;11;1;4;16
13;Warm_Start;81;1;8;17
14;Warm_Start;90;1;8;17
15;Warm_Start;20;1;6;17
16;Warm_Start;48;1;2;17
17;Warm_Start;67;1;2;17
18;Warm_Start;30;1;4;17
19;Warm_Start;17;1;8;14
20;Warm_Start;77;1;8;14
21;Warm_Start;15;1;4;14
22;Warm_Start;38;1;2;14
23;Warm_Start;49;1;2;14
24;Warm_Start;7;1;6;14
25;Warm_Start;17;1;8;13
26;Warm_Start;42;1;8;13
27;Warm_Start;14;1;4;13
28;Warm_Start;8;1;2;13
29;Warm_Start;43;1;2;13
30;Warm_Start;17;1;6;13
31;Warm_Start;16;1;8;12
32;Warm_Start;14;1;8;12
33;Warm_Start;9;1;4;12
34;Warm_Start;28;1;2;12
35;Warm_Start;42;1;2;12
36;Warm_Start;8;1;6;12
37;Warm_Start;99;1;6;11
38;Warm_Start;15;1;8;11
39;Warm_Start;7;1;4;11
40;Warm_Start;8;1;4;11
41;Warm_Start;14;1;2;11
42;Warm_Start;5;1;6;11
43;Warm_Start;49;1;6;11
44;Warm_Start;13;1;8;11
45;Warm_Start;6;1;4;11
46;Warm_Start;10;1;4;11
47;Warm_Start;14;1;2;11
48;Warm_Start;6;1;6;11
49;Warm_Start;20;1;6;10
50;Warm_Start;11;1;6;10
51;Warm_Start;6;1;4;10
52;Warm_Start;8;1;4;10
53;Warm_Start;4;1;4;10
54;Warm_Start;5;1;6;10
55;Warm_Start;14;1;4;10
56;Warm_Start;10;1;6;10
57;Warm_Start;5;1;4;10
58;Warm_Start;6;1;6;10
59;Warm_Start;3;1;4;10
60;Warm_Start;6;1;6;10
61;Warm_Start;9;1;4;9
62;Warm_Start;8;1;6;9
63;Warm_Start;3;1;4;9
64;Warm_Start;4;1;6;9
65;Warm_Start;2;1;4;9
66;Warm_Start;4;1;6;9
67;Warm_Start;34;1;4;8
68;Warm_Start;9;1;6;8
69;Warm_Start;3;1;4;8
70;Warm_Start;5;1;6;8
71;Warm_Start;2;1;4;8
72;Warm_Start;4;1;6;8
73;Warm_Start;5;1;6;7
74;Warm_Start;7;1;6;7
75;Warm_Start;2;1;4;7
