call_id;model_type;optimize_time;feasible;target_num;depot_num
1;normal;30;1;6;6
2;normal;26;1;6;6
3;normal;8;1;6;6
4;normal;4;1;4;4
5;normal;2;1;4;4
6;normal;3;1;4;4
7;normal;94;1;6;16
8;normal;40;1;6;16
9;normal;28;1;6;16
10;normal;26;1;4;16
11;normal;55;1;4;16
12;normal;16;1;4;16
13;Warm_Start;16;0;6;18
14;Warm_Start;16;0;6;18
15;Warm_Start;16;0;6;17
16;Warm_Start;16;0;6;16
17;Warm_Start;16;0;4;16
18;Warm_Start;16;0;4;15
19;Warm_Start;16;0;4;14
20;Warm_Start;16;0;4;14
21;Warm_Start;16;0;4;13
22;Warm_Start;16;0;4;14
23;Warm_Start;16;0;4;13
24;Warm_Start;16;0;4;12
25;Warm_Start;16;0;4;11
26;Warm_Start;16;0;4;10
27;Warm_Start;16;0;4;9
28;Warm_Start;16;0;4;8
29;Warm_Start;16;0;4;7
30;Warm_Start;16;0;4;6
31;Warm_Start;16;0;4;7
32;Warm_Start;16;0;4;6
33;Warm_Start;16;0;4;9
34;Warm_Start;16;0;4;9
35;Warm_Start;16;0;4;8
36;Warm_Start;16;0;4;7
37;Warm_Start;16;0;4;6
38;Warm_Start;16;0;4;10
39;Warm_Start;16;0;4;8
40;Warm_Start;16;0;4;7
41;Warm_Start;16;0;4;6
42;Warm_Start;16;0;4;5
43;Warm_Start;16;0;6;8
44;Warm_Start;16;0;6;7
45;Warm_Start;16;0;6;6
46;Warm_Start;16;0;6;5
47;Warm_Start;16;0;6;4
48;Warm_Start;16;0;8;6
49;Warm_Start;16;0;8;6
50;Warm_Start;16;0;8;5
51;Warm_Start;16;0;8;5
52;Warm_Start;16;0;2;5
53;Warm_Start;16;0;2;4
54;Warm_Start;16;0;2;4
55;Warm_Start;16;0;2;4
56;Warm_Start;16;0;2;6
57;Warm_Start;16;0;2;6
58;Warm_Start;16;0;2;5
59;Warm_Start;16;0;2;4
60;Warm_Start;16;0;2;6
61;Warm_Start;16;0;2;5
62;Warm_Start;16;0;2;4
63;Warm_Start;16;0;2;5
64;Warm_Start;16;0;2;4
65;Warm_Start;16;0;2;4
66;Warm_Start;16;0;2;4
67;Warm_Start;16;0;2;4
68;Warm_Start;16;0;2;7
69;Warm_Start;16;0;2;6
70;Warm_Start;16;0;2;5
71;Warm_Start;16;0;2;5
72;Warm_Start;16;0;2;4
73;Warm_Start;16;0;2;3
74;Warm_Start;16;0;2;4
75;Warm_Start;16;0;2;5
76;Warm_Start;16;0;2;4
77;Warm_Start;16;0;2;4
78;Warm_Start;16;0;2;3
79;Warm_Start;16;0;2;3
80;Warm_Start;16;0;2;6
81;Warm_Start;16;0;2;5
82;Warm_Start;16;0;2;4
83;Warm_Start;16;0;2;3
84;Warm_Start;16;0;2;5
85;Warm_Start;16;0;2;4
86;Warm_Start;16;0;2;3
87;Warm_Start;16;0;2;7
88;Warm_Start;16;0;2;6
89;Warm_Start;16;0;2;5
90;Warm_Start;16;0;2;4
91;Warm_Start;16;0;2;3
92;Warm_Start;16;0;2;3
93;Warm_Start;16;0;2;6
94;Warm_Start;16;0;2;5
