call_id;model_type;optimize_time;feasible;target_num;depot_num
1;normal;33;1;6;6
2;normal;30;1;6;6
3;normal;6;1;6;6
4;normal;4;1;4;4
5;normal;1;1;4;4
6;normal;2;1;4;4
7;normal;85;1;6;16
8;normal;43;1;6;16
9;normal;35;1;6;16
10;normal;32;1;4;16
11;normal;56;1;4;16
12;normal;12;1;4;16
13;Warm_Start;62;1;6;20
14;Warm_Start;23;1;6;20
15;Warm_Start;24;0;6;20
16;Warm_Start;56;1;6;20
17;Warm_Start;27;1;6;20
18;Warm_Start;29;0;6;20
19;Warm_Start;66;1;6;20
20;Warm_Start;43;1;6;20
21;Warm_Start;22;0;6;20
22;Warm_Start;96;1;6;19
23;Warm_Start;23;1;6;19
24;Warm_Start;17;0;6;19
25;Warm_Start;30;1;6;18
26;Warm_Start;19;1;6;18
27;Warm_Start;17;0;6;18
28;Warm_Start;65;1;6;19
29;Warm_Start;51;1;6;19
30;Warm_Start;15;0;4;19
31;Warm_Start;57;1;6;18
32;Warm_Start;51;1;6;18
33;Warm_Start;58;1;4;18
34;Warm_Start;30;1;4;18
35;Warm_Start;35;1;2;18
36;Warm_Start;207;1;8;18
37;Warm_Start;75;1;6;15
38;Warm_Start;98;0;8;15
39;Warm_Start;142;1;6;14
40;Warm_Start;51;0;8;14
41;Warm_Start;115;1;6;13
42;Warm_Start;88;0;8;13
43;Warm_Start;74;1;6;13
44;Warm_Start;133;0;8;13
45;Warm_Start;72;1;6;12
46;Warm_Start;34;0;8;12
47;Warm_Start;113;1;6;13
48;Warm_Start;81;0;8;13
49;Warm_Start;92;1;6;12
50;Warm_Start;96;0;8;12
51;Warm_Start;40;1;6;9
52;Warm_Start;46;1;8;9
53;Warm_Start;14;0;2;9
54;Warm_Start;39;1;6;8
55;Warm_Start;19;1;8;8
56;Warm_Start;17;1;2;8
57;Warm_Start;0;0;6;8
58;Warm_Start;28;0;6;7
59;Warm_Start;11;0;6;6
60;Warm_Start;10;0;6;5
61;Warm_Start;8;1;6;4
62;Warm_Start;6;1;10;4
63;Warm_Start;1;1;2;4
64;Warm_Start;0;0;6;4
65;Warm_Start;9;0;6;5
66;Warm_Start;7;0;6;4
67;Warm_Start;4;1;6;3
68;Warm_Start;4;1;10;3
69;Warm_Start;1;1;2;3
