call_id;model_type;optimize_time;feasible;target_num;depot_num
1;normal;178;1;6;6
2;normal;68;1;6;6
3;normal;9;1;6;6
4;normal;4;1;4;4
5;normal;3;1;4;4
6;normal;3;1;4;4
7;normal;102;1;6;16
8;normal;50;1;6;16
9;normal;41;1;6;16
10;normal;48;1;4;16
11;normal;87;1;4;16
12;normal;19;1;4;16
13;Warm_Start;94;1;6;17
14;Warm_Start;113;1;10;17
15;Warm_Start;61;1;2;17
16;Warm_Start;43;1;4;17
17;Warm_Start;16;1;6;17
18;Warm_Start;100;1;2;17
19;Warm_Start;52;1;6;14
20;Warm_Start;24;1;8;14
21;Warm_Start;13;1;4;14
22;Warm_Start;38;1;4;14
23;Warm_Start;12;1;6;14
24;Warm_Start;12;1;2;14
25;Warm_Start;48;1;6;13
26;Warm_Start;11;1;8;13
27;Warm_Start;14;1;4;13
28;Warm_Start;30;1;4;13
29;Warm_Start;12;1;6;13
30;Warm_Start;9;1;2;13
31;Warm_Start;50;1;6;12
32;Warm_Start;11;1;8;12
33;Warm_Start;8;1;4;12
34;Warm_Start;7;1;4;12
35;Warm_Start;8;1;6;12
36;Warm_Start;32;1;2;12
37;Warm_Start;18;1;6;10
38;Warm_Start;7;1;8;10
39;Warm_Start;7;1;4;10
40;Warm_Start;6;1;4;10
41;Warm_Start;8;1;6;10
42;Warm_Start;4;1;2;10
43;Warm_Start;47;1;6;9
44;Warm_Start;9;1;8;9
45;Warm_Start;7;1;4;9
46;Warm_Start;3;1;4;9
47;Warm_Start;6;1;6;9
48;Warm_Start;3;1;2;9
49;Warm_Start;15;1;6;8
50;Warm_Start;7;1;8;8
51;Warm_Start;6;1;4;8
52;Warm_Start;3;1;4;8
53;Warm_Start;5;1;6;8
54;Warm_Start;3;1;2;8
55;Warm_Start;19;1;6;7
56;Warm_Start;6;1;8;7
57;Warm_Start;5;1;4;7
58;Warm_Start;4;1;6;7
59;Warm_Start;6;1;4;7
60;Warm_Start;3;1;2;7
61;Warm_Start;8;1;6;6
62;Warm_Start;6;1;8;6
63;Warm_Start;4;1;4;6
64;Warm_Start;3;1;6;6
65;Warm_Start;4;1;4;6
66;Warm_Start;2;1;2;6
67;Warm_Start;12;1;6;5
68;Warm_Start;4;1;8;5
69;Warm_Start;3;1;4;5
70;Warm_Start;2;1;6;5
71;Warm_Start;4;1;4;5
72;Warm_Start;1;1;2;5
73;Warm_Start;6;1;8;7
74;Warm_Start;11;1;8;7
75;Warm_Start;4;1;4;7
76;Warm_Start;4;1;6;7
77;Warm_Start;3;1;2;7
78;Warm_Start;1;1;2;7
79;Warm_Start;5;1;8;7
80;Warm_Start;7;1;8;7
81;Warm_Start;4;1;4;7
82;Warm_Start;4;1;6;7
83;Warm_Start;2;1;2;7
84;Warm_Start;1;1;2;7
85;Warm_Start;5;1;8;6
86;Warm_Start;8;1;8;6
87;Warm_Start;3;1;4;6
88;Warm_Start;3;1;6;6
89;Warm_Start;1;1;2;6
90;Warm_Start;1;1;2;6
91;Warm_Start;69;1;6;8
92;Warm_Start;8;1;8;8
93;Warm_Start;10;1;6;8
94;Warm_Start;6;1;6;8
95;Warm_Start;4;1;2;8
96;Warm_Start;2;1;2;8
97;Warm_Start;6;1;4;8
98;Warm_Start;6;1;8;8
99;Warm_Start;6;1;6;8
100;Warm_Start;4;1;6;8
101;Warm_Start;6;1;4;8
102;Warm_Start;2;1;2;8
103;Warm_Start;6;1;4;6
104;Warm_Start;6;1;8;6
105;Warm_Start;4;1;6;6
106;Warm_Start;4;1;6;6
107;Warm_Start;5;1;4;6
108;Warm_Start;1;1;2;6
109;Warm_Start;6;1;4;5
110;Warm_Start;6;1;8;5
111;Warm_Start;4;1;6;5
112;Warm_Start;3;1;6;5
113;Warm_Start;2;1;4;5
114;Warm_Start;2;1;2;5
115;Warm_Start;5;1;6;4
116;Warm_Start;6;1;6;4
117;Warm_Start;2;1;6;4
118;Warm_Start;3;1;6;4
119;Warm_Start;3;1;4;4
120;Warm_Start;1;1;2;4
121;Warm_Start;4;1;6;4
122;Warm_Start;5;1;6;4
123;Warm_Start;2;1;6;4
124;Warm_Start;2;1;6;4
125;Warm_Start;2;1;4;4
126;Warm_Start;1;1;2;4
127;Warm_Start;45;1;6;8
128;Warm_Start;12;1;6;8
129;Warm_Start;8;1;6;8
130;Warm_Start;7;1;6;8
131;Warm_Start;6;1;4;8
132;Warm_Start;5;1;2;8
133;Warm_Start;10;1;6;8
134;Warm_Start;9;1;6;8
135;Warm_Start;5;1;6;8
136;Warm_Start;6;1;6;8
137;Warm_Start;5;1;4;8
138;Warm_Start;4;1;2;8
139;Warm_Start;62;1;6;7
140;Warm_Start;31;1;6;7
141;Warm_Start;4;1;6;7
142;Warm_Start;8;1;4;7
143;Warm_Start;4;1;4;7
144;Warm_Start;2;1;4;7
145;Warm_Start;7;1;6;6
146;Warm_Start;6;1;6;6
147;Warm_Start;3;1;6;6
148;Warm_Start;4;1;4;6
149;Warm_Start;3;1;4;6
150;Warm_Start;1;1;4;6
151;Warm_Start;8;1;6;6
152;Warm_Start;8;1;6;6
153;Warm_Start;5;1;4;6
154;Warm_Start;4;1;6;6
155;Warm_Start;2;1;4;6
156;Warm_Start;2;1;4;6
157;Warm_Start;35;1;6;7
158;Warm_Start;38;1;6;7
159;Warm_Start;4;1;6;7
160;Warm_Start;6;1;4;7
161;Warm_Start;3;1;4;7
162;Warm_Start;2;1;4;7
163;Warm_Start;2;1;4;6
164;Warm_Start;6;1;6;6
165;Warm_Start;3;1;6;6
166;Warm_Start;3;1;6;6
167;Warm_Start;3;1;4;6
168;Warm_Start;2;1;4;6
169;Warm_Start;31;1;6;7
170;Warm_Start;173;1;6;7
171;Warm_Start;3;1;6;7
172;Warm_Start;7;1;4;7
173;Warm_Start;3;1;4;7
174;Warm_Start;2;1;4;7
175;Warm_Start;8;1;6;6
176;Warm_Start;8;1;6;6
177;Warm_Start;3;1;6;6
178;Warm_Start;4;1;4;6
179;Warm_Start;2;1;4;6
180;Warm_Start;1;1;4;6
181;Warm_Start;52;1;6;10
182;Warm_Start;87;1;6;10
183;Warm_Start;10;1;6;10
184;Warm_Start;13;1;4;10
185;Warm_Start;8;1;4;10
186;Warm_Start;2;1;4;10
187;Warm_Start;11;1;6;10
188;Warm_Start;38;1;6;10
189;Warm_Start;10;1;6;10
190;Warm_Start;10;1;4;10
191;Warm_Start;7;1;4;10
192;Warm_Start;2;1;4;10
193;Warm_Start;46;1;6;9
194;Warm_Start;10;1;6;9
195;Warm_Start;8;1;6;9
196;Warm_Start;16;1;4;9
197;Warm_Start;90;1;4;9
198;Warm_Start;2;1;4;9
199;Warm_Start;11;1;6;8
200;Warm_Start;11;1;6;8
201;Warm_Start;7;1;6;8
202;Warm_Start;5;1;4;8
203;Warm_Start;7;1;4;8
204;Warm_Start;2;1;4;8
205;Warm_Start;7;1;6;7
206;Warm_Start;12;1;6;7
207;Warm_Start;4;1;6;7
208;Warm_Start;12;1;4;7
209;Warm_Start;3;1;4;7
210;Warm_Start;1;1;4;7
211;Warm_Start;22;1;8;11
212;Warm_Start;92;1;8;11
213;Warm_Start;7;1;4;11
214;Warm_Start;11;1;4;11
215;Warm_Start;7;1;2;11
216;Warm_Start;3;1;4;11
217;Warm_Start;9;1;8;10
218;Warm_Start;97;1;8;10
219;Warm_Start;4;1;4;10
220;Warm_Start;11;1;4;10
221;Warm_Start;8;1;2;10
222;Warm_Start;2;1;4;10
223;Warm_Start;8;1;8;9
224;Warm_Start;139;1;8;9
225;Warm_Start;4;1;4;9
226;Warm_Start;9;1;4;9
227;Warm_Start;6;1;2;9
228;Warm_Start;2;1;4;9
229;Warm_Start;49;1;8;8
230;Warm_Start;68;1;8;8
231;Warm_Start;4;1;4;8
232;Warm_Start;11;1;4;8
233;Warm_Start;8;1;2;8
234;Warm_Start;1;1;4;8
235;Warm_Start;16;1;6;7
236;Warm_Start;11;1;8;7
237;Warm_Start;3;1;4;7
238;Warm_Start;5;1;6;7
239;Warm_Start;3;1;2;7
240;Warm_Start;2;1;4;7
241;Warm_Start;15;1;6;7
242;Warm_Start;11;1;8;7
243;Warm_Start;3;1;4;7
244;Warm_Start;5;1;6;7
245;Warm_Start;3;1;2;7
246;Warm_Start;2;1;4;7
247;Warm_Start;8;1;6;7
248;Warm_Start;10;1;8;7
249;Warm_Start;4;1;6;7
250;Warm_Start;10;1;4;7
251;Warm_Start;3;1;4;7
252;Warm_Start;2;1;2;7
253;Warm_Start;8;1;6;7
254;Warm_Start;5;1;8;7
255;Warm_Start;4;1;6;7
256;Warm_Start;11;1;4;7
257;Warm_Start;3;1;4;7
258;Warm_Start;2;1;2;7
259;Warm_Start;7;1;6;6
260;Warm_Start;5;1;8;6
261;Warm_Start;3;1;6;6
262;Warm_Start;7;1;4;6
263;Warm_Start;3;1;4;6
264;Warm_Start;1;1;2;6
265;Warm_Start;16;1;4;9
266;Warm_Start;68;1;8;9
267;Warm_Start;5;1;6;9
268;Warm_Start;7;1;6;9
269;Warm_Start;5;1;4;9
270;Warm_Start;3;1;2;9
271;Warm_Start;6;1;4;7
272;Warm_Start;12;1;8;7
273;Warm_Start;4;1;6;7
274;Warm_Start;6;1;6;7
275;Warm_Start;3;1;4;7
276;Warm_Start;1;1;2;7
277;Warm_Start;4;1;4;6
278;Warm_Start;8;1;8;6
279;Warm_Start;3;1;6;6
280;Warm_Start;3;1;6;6
281;Warm_Start;3;1;4;6
282;Warm_Start;1;1;2;6
283;Warm_Start;10;1;6;6
284;Warm_Start;10;1;6;6
285;Warm_Start;3;1;6;6
286;Warm_Start;4;1;6;6
287;Warm_Start;2;1;4;6
288;Warm_Start;1;1;2;6
289;Warm_Start;7;1;6;6
290;Warm_Start;9;1;6;6
291;Warm_Start;4;1;6;6
292;Warm_Start;3;1;6;6
293;Warm_Start;2;1;4;6
294;Warm_Start;1;1;2;6
295;Warm_Start;18;1;6;8
296;Warm_Start;16;1;6;8
297;Warm_Start;6;1;6;8
298;Warm_Start;6;1;4;8
299;Warm_Start;6;1;6;8
300;Warm_Start;2;1;2;8
301;Warm_Start;27;1;6;8
302;Warm_Start;15;1;6;8
303;Warm_Start;4;1;6;8
304;Warm_Start;9;1;4;8
